,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,surge_pct,trips_in_first_30_days,weekday_pct,total_days_january,churn,city_Astapor,city_King's Landing,phone_Android,phone_iPhone,luxury_car_user_True
2380,3.07,5.0,4.5,1.0,0.0,1,16.7,9,1,0,1,1,0,1
2381,4.18,5.0,5.0,1.0,0.0,1,100.0,16,1,1,0,1,0,0
2382,2.58,5.0,5.0,1.0,0.0,0,25.0,22,0,1,0,0,1,1
2383,3.79,4.7,4.4,1.04,6.1,6,59.2,31,0,0,0,0,1,0
2384,2.62,4.9,4.6,1.07,14.3,1,85.7,3,0,1,0,0,1,0
2385,5.1,4.8,4.7,1.28,20.0,1,33.3,7,0,1,0,0,1,0
2386,2.67,5.0,4.9,1.0,0.0,1,0.0,25,1,1,0,0,1,1
2387,2.63,5.0,5.0,1.13,50.0,0,100.0,1,0,0,0,0,1,0
2388,3.63,4.7,5.0,1.08,33.3,0,0.0,20,0,0,1,0,1,1
2389,7.62,5.0,4.5,1.0,0.0,0,30.8,18,0,0,1,0,1,1
2390,1.92,4.8,5.0,1.13,17.1,6,65.9,30,0,0,1,0,1,1
2391,7.37,5.0,3.0,1.0,0.0,0,100.0,11,0,0,1,0,1,1
2392,3.13,4.3,3.0,1.0,0.0,1,100.0,11,0,0,0,0,1,0
2393,2.69,5.0,3.5,1.0,0.0,0,75.0,31,1,0,1,1,0,0
2394,3.41,4.8,3.0,1.23,20.0,4,60.0,7,0,1,0,0,1,0
2395,6.19,4.3,4.3,1.0,0.0,0,75.0,1,1,1,0,1,0,1
2396,3.32,5.0,5.0,1.0,0.0,1,100.0,24,1,1,0,1,0,1
2397,12.89,5.0,4.9,1.0,0.0,0,100.0,8,1,1,0,0,1,0
2398,3.01,5.0,5.0,1.0,0.0,1,60.0,15,0,0,1,0,1,1
2399,21.5,5.0,4.9,1.0,0.0,1,0.0,25,1,0,0,1,0,0
2400,4.75,5.0,5.0,1.0,0.0,1,0.0,18,1,1,0,0,1,1
2401,2.02,4.9,5.0,1.02,3.6,4,78.6,5,0,0,1,0,1,1
2402,18.01,5.0,4.0,1.0,0.0,1,100.0,12,1,0,0,1,0,0
2403,2.89,5.0,4.8,1.05,20.0,0,50.0,19,1,1,0,1,0,0
2404,6.26,5.0,5.0,1.0,0.0,2,66.7,24,0,1,0,0,1,1
2405,3.35,5.0,4.9,1.0,0.0,1,0.0,12,1,0,1,0,1,0
2406,3.4,5.0,4.9,1.0,0.0,1,100.0,20,1,0,0,0,1,0
2407,13.7,5.0,5.0,1.0,0.0,0,100.0,4,1,0,0,0,1,1
2408,7.13,5.0,4.0,1.0,0.0,0,100.0,21,1,1,0,0,1,1
2409,6.27,4.5,5.0,1.0,0.0,3,28.6,18,1,1,0,0,1,0
2410,1.09,4.9,3.6,1.0,0.0,0,50.0,11,1,0,0,1,0,1
2411,8.62,4.7,3.6,1.05,7.1,0,42.9,4,0,0,0,0,1,1
2412,1.31,4.9,3.5,1.18,10.0,2,90.0,18,0,0,1,0,1,0
2413,2.14,4.8,4.0,1.1,7.7,5,61.5,28,0,0,0,0,1,0
2414,1.66,4.8,5.0,1.0,0.0,3,75.0,31,0,0,0,0,1,0
2415,2.55,4.4,5.0,1.0,0.0,2,60.0,10,1,1,0,0,1,1
2416,4.38,4.0,5.0,1.0,0.0,0,0.0,25,1,1,0,0,1,0
2417,1.64,4.6,4.1,1.0,0.0,13,54.2,25,0,0,0,0,1,0
2418,14.32,5.0,5.0,1.63,50.0,2,100.0,2,1,1,0,1,0,0
2419,4.41,4.7,4.2,1.01,2.7,0,45.9,1,0,0,0,0,1,1
2420,13.74,5.0,2.0,1.0,0.0,1,100.0,17,1,0,0,1,0,1
2421,2.61,4.9,4.7,1.0,0.0,4,57.1,20,0,0,1,0,1,0
2422,7.18,5.0,5.0,1.0,0.0,2,0.0,24,0,1,0,0,1,0
2423,7.72,4.4,5.0,1.0,0.0,1,80.0,18,1,0,0,1,0,1
2424,13.72,5.0,5.0,1.0,0.0,3,50.0,11,1,1,0,0,1,0
2425,1.22,5.0,5.0,1.33,33.3,0,100.0,24,1,1,0,0,1,0
2426,10.96,5.0,5.0,1.0,0.0,3,50.0,17,0,0,0,0,1,1
2427,1.45,5.0,5.0,1.0,0.0,2,100.0,16,1,0,1,1,0,0
2428,1.88,4.8,5.0,1.0,0.0,6,78.6,13,1,1,0,0,1,1
2429,1.8,5.0,5.0,2.5,100.0,1,0.0,11,1,1,0,1,0,0
2430,2.33,5.0,5.0,1.0,0.0,0,62.5,4,1,1,0,1,0,1
2431,6.34,5.0,4.0,1.0,0.0,1,100.0,29,1,1,0,1,0,0
2432,8.46,5.0,5.0,1.0,0.0,1,100.0,8,1,1,0,1,0,0
2433,4.47,5.0,5.0,1.0,0.0,7,100.0,12,1,0,1,0,1,1
2434,20.15,5.0,4.9,1.0,0.0,0,0.0,31,0,0,1,0,1,1
2435,8.21,4.8,4.2,1.0,0.0,5,47.4,23,0,0,0,0,1,1
2436,3.11,4.9,5.0,1.14,20.0,1,44.0,1,0,0,1,0,1,0
2437,10.36,5.0,4.9,1.0,0.0,1,70.0,13,1,1,0,0,1,1
2438,6.47,5.0,5.0,1.0,0.0,1,100.0,23,1,0,0,1,0,0
2439,6.11,5.0,5.0,1.0,0.0,0,0.0,11,1,1,0,0,1,1
2440,6.88,5.0,4.9,1.0,0.0,0,100.0,15,1,1,0,0,1,0
2441,8.35,5.0,4.3,1.0,0.0,0,80.0,23,0,0,0,0,1,1
2442,0.8,4.0,4.9,1.0,0.0,0,0.0,10,1,0,0,1,0,0
2443,1.88,5.0,5.0,1.0,0.0,0,100.0,14,0,0,1,0,1,0
2444,2.6,5.0,5.0,1.04,16.7,0,66.7,31,1,1,0,0,1,0
2445,6.15,5.0,4.5,1.0,0.0,4,60.0,23,0,0,0,0,1,1
2446,3.73,5.0,3.6,1.0,0.0,8,100.0,26,1,0,0,1,0,1
2447,11.75,4.5,3.0,1.5,50.0,0,0.0,30,0,0,1,0,1,0
2448,3.61,4.2,5.0,1.33,33.3,1,83.3,18,1,1,0,0,1,0
2449,8.01,5.0,5.0,1.0,0.0,1,100.0,13,1,1,0,0,1,0
2450,3.83,4.7,5.0,1.0,0.0,0,83.3,27,0,0,0,0,1,1
2451,6.07,5.0,4.7,1.0,0.0,2,40.0,8,1,0,1,0,1,0
2452,3.77,4.8,4.6,1.1,16.7,3,41.7,1,0,0,1,0,1,1
2453,1.7,4.5,5.0,1.0,0.0,2,0.0,19,1,0,0,0,1,1
2454,4.43,4.0,4.9,1.0,0.0,1,100.0,29,1,1,0,1,0,0
2455,2.99,4.9,5.0,1.0,0.0,1,87.5,3,0,0,0,1,0,0
2456,11.05,4.9,5.0,1.13,12.5,4,50.0,31,1,1,0,1,0,0
2457,5.13,4.8,4.8,1.1,20.0,2,40.0,17,1,1,0,0,1,0
2458,4.09,5.0,5.0,1.0,0.0,1,100.0,9,1,0,0,0,1,0
2459,7.48,5.0,5.0,1.25,25.0,0,50.0,7,0,0,0,0,1,0
2460,2.37,4.7,5.0,1.02,10.0,3,100.0,1,0,1,0,0,1,0
2461,4.74,5.0,4.8,1.06,22.2,0,11.1,6,0,0,1,0,1,1
2462,8.47,4.7,5.0,1.0,0.0,0,66.7,12,1,1,0,0,1,1
2463,7.82,4.3,4.8,1.0,0.0,2,50.0,25,1,1,0,0,1,0
2464,2.65,5.0,5.0,1.0,0.0,2,100.0,8,1,1,0,0,1,0
2465,6.65,4.7,4.5,1.0,0.0,6,80.0,6,1,0,1,1,0,0
2466,2.91,4.4,5.0,1.01,1.9,11,43.4,10,0,0,0,0,1,1
2467,1.44,5.0,5.0,1.0,0.0,2,100.0,29,1,0,0,0,1,1
2468,3.47,5.0,4.9,1.0,0.0,0,100.0,29,0,0,1,0,1,0
2469,2.83,5.0,4.9,1.0,0.0,1,100.0,15,1,0,0,1,0,0
2470,8.53,4.9,4.5,1.0,0.0,4,44.4,31,1,0,0,1,0,0
2471,25.79,5.0,4.9,1.0,0.0,0,100.0,12,1,0,0,1,0,0
2472,2.94,4.4,3.3,1.0,0.0,2,60.0,26,1,0,0,0,1,0
2473,2.37,5.0,4.5,1.13,50.0,1,0.0,25,1,1,0,0,1,1
2474,3.87,5.0,4.9,1.0,0.0,0,100.0,9,1,1,0,1,0,1
2475,6.14,4.8,4.0,1.0,0.0,0,100.0,28,1,0,1,1,0,0
2476,3.08,4.9,4.3,1.09,14.3,2,50.0,19,0,0,1,0,1,0
2477,0.71,5.0,5.0,1.0,0.0,2,0.0,11,1,0,0,1,0,1
2478,2.68,5.0,5.0,2.5,100.0,2,0.0,18,1,1,0,1,0,0
2479,1.0,5.0,4.0,1.0,0.0,2,100.0,21,1,0,1,0,1,0
2480,9.94,3.0,4.9,3.0,100.0,1,0.0,25,1,1,0,0,1,0
2481,8.09,5.0,4.0,1.0,0.0,1,100.0,17,1,1,0,0,1,0
2482,7.74,5.0,5.0,1.0,0.0,0,100.0,21,0,0,1,1,0,1
2483,4.42,5.0,3.5,1.0,0.0,0,66.7,16,0,0,0,0,1,0
2484,5.27,4.7,4.8,1.04,3.4,4,82.8,20,0,1,0,0,1,0
2485,0.95,5.0,4.7,1.0,0.0,1,33.3,10,1,0,1,1,0,0
2486,5.75,4.5,4.9,1.02,3.0,7,71.0,11,0,0,0,0,1,1
2487,2.27,4.5,5.0,1.0,0.0,8,69.6,8,0,0,0,0,1,1
2488,7.46,4.8,5.0,1.0,0.0,3,100.0,17,0,0,0,0,1,1
2489,15.12,5.0,5.0,1.0,0.0,0,0.0,20,0,0,1,0,1,1
2490,4.3,5.0,5.0,1.0,0.0,2,50.0,10,0,1,0,1,0,0
2491,15.8,5.0,4.9,1.0,0.0,1,100.0,23,1,0,0,1,0,0
2492,3.54,4.8,4.0,1.22,11.1,2,83.3,9,0,1,0,0,1,1
2493,5.12,5.0,5.0,1.0,0.0,0,0.0,18,0,0,1,0,1,0
2494,6.72,5.0,4.9,1.0,0.0,0,50.0,29,0,0,0,0,1,1
2495,4.98,5.0,4.9,1.0,0.0,0,100.0,24,1,1,0,0,1,1
2496,1.48,3.5,5.0,1.0,0.0,0,100.0,12,1,1,0,1,0,0
2497,13.93,4.7,4.9,1.0,0.0,3,66.7,25,0,0,0,1,0,1
2498,5.46,4.8,4.9,1.08,17.4,3,34.8,10,0,1,0,0,1,1
2499,7.14,5.0,5.0,1.0,0.0,2,66.7,9,1,0,0,1,0,0
2500,4.3,4.6,4.2,1.1,8.2,15,73.5,9,0,0,0,0,1,1
2501,3.28,5.0,4.9,1.0,0.0,1,100.0,23,1,0,0,0,1,0
2502,3.4,4.6,4.9,1.0,0.0,2,100.0,14,0,1,0,0,1,1
2503,2.97,4.5,5.0,1.0,0.0,2,25.0,4,0,0,0,0,1,1
2504,3.5,4.9,4.9,1.14,13.3,12,56.7,13,0,0,1,0,1,1
2505,3.14,4.8,4.7,1.08,7.1,0,61.9,6,0,0,0,0,1,0
2506,2.58,4.8,4.5,1.0,0.0,1,53.8,5,0,0,0,0,1,0
2507,2.48,4.7,4.6,1.0,0.0,6,80.0,5,0,0,0,0,1,0
2508,4.4,5.0,5.0,1.0,0.0,0,100.0,5,0,1,0,0,1,0
2509,2.9,4.8,4.3,1.11,10.5,2,47.4,4,0,1,0,0,1,1
2510,3.34,4.8,5.0,1.04,16.7,3,66.7,20,0,0,0,0,1,0
2511,2.9,5.0,4.9,1.0,0.0,0,0.0,26,1,1,0,0,1,0
2512,4.29,4.6,2.3,1.0,0.0,4,100.0,28,1,0,0,0,1,1
2513,11.74,5.0,5.0,1.0,0.0,0,0.0,30,0,0,1,0,1,0
2514,18.19,5.0,5.0,1.0,0.0,0,100.0,7,1,0,0,0,1,1
2515,11.92,4.9,3.4,1.0,0.0,11,51.7,3,1,0,0,0,1,1
2516,1.84,5.0,4.9,1.0,0.0,0,100.0,21,0,0,0,0,1,1
2517,4.1,5.0,5.0,1.0,0.0,1,75.0,14,1,1,0,1,0,0
2518,17.84,5.0,5.0,1.0,0.0,1,100.0,2,1,0,0,0,1,1
2519,13.79,5.0,4.9,1.0,0.0,0,100.0,25,0,0,1,0,1,0
2520,11.06,5.0,4.0,2.25,100.0,0,100.0,27,1,0,1,0,1,0
2521,2.69,5.0,4.0,1.13,50.0,2,0.0,25,1,0,0,0,1,0
2522,2.88,3.9,5.0,1.0,0.0,3,28.6,11,1,0,0,0,1,1
2523,2.15,4.8,4.5,1.02,4.8,17,75.0,29,0,1,0,0,1,0
2524,4.93,5.0,4.0,1.0,0.0,1,50.0,5,1,1,0,0,1,1
2525,1.29,5.0,5.0,1.75,66.7,3,0.0,19,1,0,0,0,1,0
2526,5.92,5.0,5.0,1.0,0.0,2,37.5,17,0,0,0,0,1,0
2527,5.65,5.0,4.9,1.0,0.0,0,0.0,19,0,1,0,0,1,0
2528,3.22,5.0,4.5,1.0,0.0,2,50.0,1,1,0,0,1,0,0
2529,5.09,5.0,5.0,1.13,50.0,2,100.0,30,1,1,0,0,1,0
2530,7.84,5.0,5.0,1.0,0.0,1,0.0,25,1,0,0,1,0,0
2531,2.06,5.0,5.0,1.07,15.6,24,62.2,31,1,1,0,0,1,1
2532,2.3,5.0,5.0,1.0,0.0,1,0.0,16,1,0,1,0,1,0
2533,13.97,5.0,5.0,1.0,0.0,1,83.3,22,1,1,0,0,1,1
2534,8.03,4.5,5.0,1.0,0.0,0,100.0,28,1,0,0,0,1,0
2535,2.51,5.0,4.9,1.0,0.0,0,0.0,22,0,1,0,1,0,0
2536,2.19,5.0,5.0,1.0,0.0,1,100.0,30,1,1,0,1,0,1
2537,8.51,5.0,4.5,1.0,0.0,2,100.0,13,1,1,0,1,0,0
2538,4.06,4.8,4.3,1.21,35.3,3,64.7,13,0,1,0,0,1,1
2539,5.96,4.8,5.0,1.0,0.0,0,66.7,6,0,0,1,0,1,0
2540,10.17,5.0,5.0,1.0,0.0,3,85.7,26,0,0,1,0,1,0
2541,9.74,5.0,5.0,1.0,0.0,1,50.0,14,0,0,0,0,1,1
2542,5.57,5.0,5.0,1.0,0.0,2,100.0,9,1,0,0,1,0,0
2543,4.72,5.0,4.0,1.0,0.0,0,0.0,31,1,1,0,0,1,0
2544,5.39,5.0,3.0,1.0,0.0,0,50.0,9,1,0,1,1,0,1
2545,5.63,4.8,4.7,1.03,12.5,7,25.0,31,0,0,0,1,0,1
2546,0.88,5.0,4.9,1.0,0.0,0,100.0,19,0,1,0,0,1,1
2547,1.21,5.0,4.0,1.0,0.0,0,100.0,28,1,0,0,0,1,0
2548,1.28,4.5,4.7,1.0,0.0,2,75.0,2,0,1,0,0,1,0
2549,6.64,5.0,4.9,1.0,0.0,1,100.0,18,1,0,0,0,1,0
2550,2.25,5.0,4.8,1.06,8.3,0,58.3,3,0,0,1,0,1,1
2551,0.02,5.0,5.0,1.0,0.0,0,100.0,22,1,0,0,0,1,0
2552,8.35,5.0,5.0,2.0,100.0,1,100.0,17,1,1,0,0,1,0
2553,5.86,4.7,4.8,1.33,33.3,3,16.7,3,1,0,0,1,0,1
2554,2.66,4.6,5.0,1.02,4.7,19,77.9,13,0,0,0,0,1,1
2555,2.08,5.0,2.0,2.63,50.0,1,100.0,2,1,0,0,1,0,0
2556,7.29,4.7,4.0,1.08,33.3,3,33.3,30,1,0,0,0,1,1
2557,3.94,5.0,5.0,1.0,0.0,1,0.0,11,1,1,0,0,1,0
2558,6.87,5.0,5.0,1.0,0.0,1,33.3,17,1,1,0,0,1,1
2559,1.73,4.5,4.5,1.0,0.0,0,100.0,8,1,0,0,0,1,0
2560,4.19,4.8,5.0,1.0,0.0,4,80.0,13,1,0,1,1,0,1
2561,11.7,4.9,5.0,1.0,0.0,3,100.0,26,0,0,0,0,1,1
2562,3.68,5.0,4.0,1.0,0.0,1,100.0,6,1,0,0,1,0,0
2563,1.13,5.0,4.9,1.0,0.0,1,100.0,29,1,0,0,0,1,1
2564,0.76,5.0,5.0,1.0,0.0,2,0.0,21,1,0,0,0,1,0
2565,0.1,5.0,4.9,1.0,0.0,0,0.0,29,1,1,0,0,1,1
2566,2.29,4.9,4.1,1.0,0.0,5,63.6,17,1,1,0,1,0,0
2567,3.87,4.6,4.6,1.07,13.2,5,50.0,25,0,0,0,0,1,1
2568,11.79,5.0,4.9,1.0,0.0,0,100.0,28,1,1,0,1,0,0
2569,1.91,5.0,5.0,1.0,0.0,1,100.0,30,1,1,0,0,1,1
2570,1.98,4.7,4.8,1.06,17.1,7,31.4,21,0,0,1,0,1,1
2571,11.91,5.0,5.0,1.0,0.0,3,33.3,5,1,0,0,1,0,0
2572,2.19,4.9,4.1,1.03,4.2,1,58.3,26,0,1,0,0,1,0
2573,4.53,4.5,5.0,1.03,11.1,0,33.3,10,1,0,0,0,1,0
2574,2.91,4.8,5.0,1.05,9.1,4,36.4,28,1,0,1,1,0,1
2575,6.3,5.0,4.5,1.0,0.0,3,36.4,11,0,0,1,1,0,0
2576,27.94,5.0,5.0,1.0,0.0,0,100.0,2,1,0,1,1,0,0
2577,0.0,5.0,5.0,1.0,0.0,1,100.0,11,1,0,0,0,1,0
2578,9.54,4.3,5.0,1.0,0.0,0,66.7,26,0,0,0,0,1,1
2579,37.15,5.0,5.0,1.0,0.0,0,100.0,19,0,0,1,0,1,0
2580,5.22,5.0,5.0,1.0,0.0,0,100.0,14,1,0,1,0,1,0
2581,7.26,5.0,5.0,1.0,0.0,1,50.0,5,1,0,0,0,1,0
2582,19.18,5.0,4.5,1.0,0.0,2,100.0,28,1,0,1,1,0,1
2583,2.4,5.0,4.0,1.0,0.0,1,0.0,25,1,1,0,1,0,1
2584,2.67,4.5,4.0,1.19,25.0,0,75.0,17,1,0,0,0,1,0
2585,3.58,5.0,4.9,1.0,0.0,0,100.0,4,1,0,1,0,1,0
2586,1.59,5.0,4.9,1.0,0.0,1,100.0,5,1,0,0,1,0,0
2587,1.79,5.0,4.0,1.38,50.0,2,100.0,4,1,1,0,0,1,0
2588,3.77,5.0,4.9,1.0,0.0,0,0.0,9,1,1,0,1,0,0
2589,3.37,4.8,5.0,1.0,0.0,6,66.7,4,1,1,0,0,1,1
2590,2.74,4.8,5.0,1.13,16.1,6,51.6,17,0,0,1,0,1,1
2591,18.9,5.0,4.8,1.0,0.0,2,100.0,9,1,0,0,1,0,0
2592,2.31,5.0,5.0,1.0,0.0,0,0.0,18,0,0,1,0,1,0
2593,2.81,5.0,4.9,1.0,0.0,1,0.0,24,1,0,0,1,0,0
2594,7.4,5.0,4.0,1.0,0.0,2,100.0,15,1,0,0,0,1,0
2595,3.66,4.4,5.0,1.11,15.8,2,68.4,23,0,0,0,1,0,1
2596,1.71,5.0,3.3,1.05,20.0,4,60.0,10,1,0,1,0,1,0
2597,12.4,4.9,4.5,1.0,0.0,2,37.5,18,1,0,0,1,0,0
2598,5.96,5.0,4.9,1.0,0.0,0,100.0,23,1,0,0,1,0,0
2599,11.47,5.0,4.9,1.0,0.0,0,100.0,24,1,0,0,0,1,0
2600,4.14,4.7,4.6,1.0,0.0,16,55.0,4,0,0,1,0,1,0
2601,5.46,4.0,4.9,1.0,0.0,1,0.0,4,0,0,0,0,1,1
2602,1.94,5.0,4.9,1.0,0.0,0,100.0,2,1,0,0,0,1,1
2603,2.59,5.0,5.0,1.0,0.0,0,100.0,14,0,1,0,0,1,1
2604,2.55,4.6,4.9,1.36,27.3,5,40.9,11,0,1,0,0,1,1
2605,0.96,5.0,4.9,2.25,100.0,0,100.0,26,0,0,0,0,1,1
2606,19.08,5.0,3.5,1.0,0.0,0,100.0,23,1,0,1,1,0,0
2607,3.1,4.8,4.2,1.13,21.4,3,71.4,11,0,1,0,0,1,0
2608,5.49,4.7,5.0,1.04,3.8,10,53.8,1,0,0,0,0,1,0
2609,15.65,5.0,5.0,1.0,0.0,1,0.0,25,1,1,0,1,0,1
2610,1.65,5.0,4.9,1.0,0.0,0,100.0,10,1,0,1,1,0,0
2611,2.65,4.8,5.0,1.18,30.0,3,50.0,29,0,0,1,0,1,0
2612,2.29,5.0,4.9,1.0,0.0,1,66.7,11,1,1,0,1,0,1
2613,7.24,5.0,5.0,1.25,50.0,1,50.0,3,1,0,1,1,0,0
2614,2.06,4.4,5.0,1.05,20.0,3,100.0,13,1,1,0,0,1,0
2615,4.71,4.8,5.0,1.0,0.0,1,45.5,5,0,0,0,1,0,0
2616,9.56,5.0,4.0,1.0,0.0,2,100.0,13,1,1,0,0,1,1
2617,4.48,5.0,5.0,1.0,0.0,1,100.0,31,1,1,0,0,1,1
2618,1.98,5.0,3.0,1.0,0.0,0,100.0,14,1,1,0,1,0,1
2619,10.44,5.0,5.0,1.0,0.0,0,0.0,18,1,1,0,1,0,0
2620,4.44,5.0,5.0,1.0,0.0,0,100.0,27,0,0,1,0,1,0
2621,1.85,4.5,4.5,1.0,0.0,8,66.7,24,0,0,0,0,1,1
2622,3.1,4.5,4.9,1.17,20.8,1,70.8,10,0,1,0,0,1,1
2623,0.87,5.0,5.0,1.0,0.0,0,100.0,15,1,1,0,0,1,1
2624,3.08,4.6,4.5,1.13,14.0,24,78.9,4,0,1,0,0,1,1
2625,6.17,5.0,4.0,1.0,0.0,1,0.0,28,1,1,0,1,0,0
2626,4.57,5.0,5.0,1.0,0.0,3,100.0,18,0,0,1,0,1,0
2627,8.57,5.0,5.0,1.0,0.0,7,71.4,10,1,1,0,0,1,0
2628,1.57,5.0,4.9,1.0,0.0,1,0.0,9,1,1,0,1,0,1
2629,3.49,5.0,4.0,1.0,0.0,4,63.6,11,1,1,0,0,1,1
2630,3.34,4.8,5.0,1.05,5.3,7,57.3,9,0,0,1,1,0,1
2631,6.4,5.0,5.0,1.0,0.0,0,100.0,24,0,0,0,0,1,0
2632,10.03,4.4,5.0,1.0,0.0,0,100.0,26,0,0,0,1,0,1
2633,5.14,5.0,4.9,1.17,33.3,1,0.0,11,0,0,0,0,1,1
2634,2.35,3.0,5.0,1.0,0.0,2,0.0,14,1,1,0,0,1,1
2635,10.55,3.5,5.0,1.13,50.0,1,50.0,17,1,0,0,1,0,0
2636,14.95,4.5,4.0,1.0,0.0,0,100.0,26,1,0,0,1,0,1
2637,2.47,4.7,5.0,1.08,33.3,3,33.3,17,1,0,1,1,0,0
2638,3.57,4.9,4.8,1.0,0.0,2,100.0,23,0,0,1,0,1,0
2639,3.19,5.0,4.7,1.0,0.0,0,0.0,31,1,0,1,0,1,0
2640,8.32,4.4,4.9,1.01,2.5,4,65.0,14,0,0,0,0,1,0
2641,2.26,4.9,4.9,1.02,1.6,15,53.8,7,0,0,1,0,1,1
2642,8.16,5.0,4.9,1.0,0.0,1,100.0,26,1,0,0,1,0,0
2643,3.23,4.7,4.8,1.07,9.4,7,62.5,15,0,1,0,0,1,1
2644,14.46,4.0,4.9,1.0,0.0,1,100.0,22,1,1,0,0,1,0
2645,1.48,5.0,5.0,1.0,0.0,0,0.0,12,0,0,0,0,1,1
2646,18.31,5.0,5.0,1.0,0.0,2,100.0,17,1,0,0,1,0,0
2647,2.17,5.0,4.9,2.0,100.0,1,0.0,17,1,1,0,0,1,0
2648,0.54,5.0,5.0,1.0,0.0,2,50.0,4,1,0,0,1,0,0
2649,5.53,4.0,5.0,1.0,0.0,0,100.0,25,0,1,0,0,1,0
2650,4.77,5.0,5.0,1.0,0.0,1,0.0,25,1,0,0,1,0,0
2651,5.49,4.6,4.3,1.08,10.5,1,73.7,19,0,0,0,0,1,1
2652,4.65,5.0,5.0,1.0,0.0,2,100.0,30,1,0,1,0,1,0
2653,14.23,5.0,5.0,1.0,0.0,2,100.0,17,1,0,0,0,1,1
2654,13.55,5.0,5.0,1.0,0.0,3,66.7,24,1,0,0,0,1,1
2655,1.7,5.0,4.9,2.0,100.0,0,100.0,9,0,0,1,1,0,1
2656,1.22,5.0,5.0,3.25,100.0,0,0.0,1,1,0,0,0,1,0
2657,1.82,5.0,4.0,1.0,0.0,1,100.0,2,1,1,0,0,1,1
2658,3.45,5.0,4.0,1.0,0.0,2,100.0,20,1,1,0,0,1,0
2659,3.42,5.0,4.7,1.0,0.0,4,76.9,31,1,1,0,0,1,0
2660,21.18,4.8,5.0,1.0,0.0,1,69.2,14,0,0,1,0,1,0
2661,10.89,5.0,5.0,1.0,0.0,1,50.0,3,1,1,0,0,1,0
2662,4.22,4.7,4.2,1.0,0.0,0,55.9,5,0,0,0,0,1,1
2663,3.01,5.0,4.9,1.0,0.0,0,100.0,6,1,1,0,1,0,0
2664,6.18,5.0,4.9,1.0,0.0,1,0.0,26,1,0,0,0,1,0
2665,3.46,5.0,5.0,1.0,0.0,1,100.0,1,0,1,0,0,1,1
2666,2.07,5.0,5.0,1.0,0.0,0,0.0,10,1,0,1,1,0,1
2667,4.78,4.5,4.9,1.0,0.0,3,50.0,11,0,1,0,0,1,0
2668,1.33,4.7,4.7,1.0,0.0,3,100.0,17,1,0,0,0,1,1
2669,5.05,4.7,4.4,1.0,0.0,0,15.4,13,0,0,0,0,1,1
2670,8.5,4.7,4.8,1.0,0.0,2,98.0,4,0,0,0,0,1,1
2671,2.75,5.0,4.9,1.0,0.0,0,100.0,17,0,1,0,0,1,0
2672,1.58,5.0,3.0,1.0,0.0,0,0.0,4,1,0,0,1,0,0
2673,14.61,5.0,4.9,1.0,0.0,1,100.0,31,1,0,0,0,1,0
2674,21.6,5.0,4.9,1.0,0.0,0,100.0,9,0,0,0,0,1,1
2675,10.56,5.0,4.9,1.25,100.0,0,100.0,27,1,1,0,1,0,0
2676,15.54,5.0,5.0,1.0,0.0,0,100.0,26,1,0,0,1,0,0
2677,4.91,5.0,5.0,1.0,0.0,0,100.0,2,0,1,0,0,1,1
2678,7.04,5.0,4.3,1.0,0.0,4,100.0,9,1,0,0,1,0,0
2679,6.78,5.0,4.9,1.0,0.0,1,100.0,28,1,1,0,0,1,0
2680,14.0,5.0,5.0,1.0,0.0,0,100.0,20,1,0,0,1,0,0
2681,1.81,4.7,4.3,1.21,16.7,0,66.7,29,0,1,0,0,1,0
2682,0.99,5.0,5.0,1.0,0.0,1,100.0,16,1,0,0,0,1,0
2683,6.36,5.0,4.9,1.0,0.0,0,0.0,10,1,1,0,0,1,1
2684,2.79,4.8,4.7,1.13,20.0,3,52.0,20,0,0,1,1,0,1
2685,7.77,5.0,4.0,1.0,0.0,4,50.0,23,1,0,0,0,1,0
2686,39.22,5.0,4.9,1.0,0.0,1,0.0,4,1,1,0,0,1,1
2687,3.0,4.5,4.2,1.19,15.0,17,85.0,6,0,0,0,0,1,1
2688,4.29,5.0,4.9,1.0,0.0,5,38.5,21,0,1,0,0,1,0
2689,2.85,4.6,5.0,1.08,11.1,3,44.4,10,0,0,0,0,1,1
2690,7.53,4.9,5.0,1.0,0.0,6,71.4,29,1,1,0,0,1,0
2691,1.86,5.0,5.0,1.0,0.0,4,16.7,22,0,1,0,0,1,1
2692,7.14,5.0,4.0,1.0,0.0,0,100.0,24,1,0,0,1,0,0
2693,3.75,4.7,4.9,1.0,0.0,0,66.7,30,0,1,0,0,1,1
2694,13.75,5.0,5.0,1.0,0.0,2,100.0,14,1,0,1,0,1,0
2695,16.17,5.0,5.0,1.0,0.0,0,100.0,11,1,0,0,0,1,0
2696,2.65,5.0,4.8,1.1,20.0,7,50.0,9,0,0,0,1,0,1
2697,5.01,4.5,5.0,1.0,0.0,0,100.0,25,1,0,0,1,0,1
2698,4.15,5.0,5.0,1.0,0.0,1,100.0,10,1,0,0,0,1,0
2699,3.5,4.7,5.0,1.02,6.3,20,60.3,13,0,0,0,0,1,1
2700,17.46,5.0,5.0,1.0,0.0,0,100.0,13,1,1,0,1,0,0
2701,13.14,5.0,4.9,1.0,0.0,1,100.0,19,1,0,0,1,0,0
2702,1.51,1.0,5.0,1.0,0.0,1,100.0,24,1,0,0,0,1,0
